Date,IndiaAreaWeighted_tmax_C,Year,Month
1958-03-20,76.42600159643007,1958,3
1958-03-21,76.51534263978041,1958,3
1958-03-22,76.36921229243366,1958,3
1958-03-23,76.29842662848883,1958,3
1958-03-24,76.06737426513016,1958,3
1958-03-25,76.30852577377073,1958,3
1958-03-26,76.8132089272149,1958,3
1958-03-27,76.90379126326641,1958,3
1958-03-28,76.94150704007443,1958,3
1958-03-29,76.62083387568484,1958,3
1958-03-30,76.44332641131031,1958,3
1958-03-31,76.09557211145454,1958,3
1958-04-01,76.31262316134982,1958,4
1958-04-02,76.53357453322677,1958,4
1958-04-03,76.36696883271998,1958,4
1958-04-04,76.20363997951736,1958,4
1958-04-05,76.62747988115828,1958,4
1958-04-06,76.84310824902666,1958,4
1958-04-07,77.25402017995211,1958,4
1958-04-08,77.25285777146492,1958,4
1958-04-09,77.13698085279677,1958,4
1958-04-10,77.04520908401399,1958,4
1958-04-11,76.89351390017957,1958,4
1958-04-12,76.81322010555019,1958,4
1958-04-13,76.80641068353138,1958,4
1958-04-14,77.05757995735453,1958,4
1958-04-15,77.22037508161442,1958,4
1958-04-16,77.38388774111401,1958,4
1958-04-17,77.50335143731884,1958,4
1958-04-18,77.35644325169508,1958,4
1958-04-19,77.25427274544035,1958,4
1958-04-20,76.77540482317244,1958,4
1958-04-21,76.44571141826124,1958,4
1958-04-22,76.7988253350309,1958,4
1958-04-23,77.27583872015006,1958,4
1958-04-24,77.73026229575441,1958,4
1958-04-25,77.84974324604893,1958,4
1958-04-26,77.83442581234443,1958,4
1958-04-27,77.78038138722235,1958,4
1958-04-28,77.34748067760718,1958,4
1958-04-29,76.93669615650754,1958,4
1958-04-30,76.6440691569907,1958,4
1958-05-01,77.13927246929106,1958,5
1958-05-02,77.07448686859085,1958,5
1958-05-03,77.29431258773734,1958,5
1958-05-04,77.14922368376415,1958,5
1958-05-05,77.04787833576374,1958,5
1958-05-06,77.21049195652837,1958,5
1958-05-07,77.28622848935709,1958,5
1958-05-08,77.5013638377449,1958,5
1958-05-09,77.57936675961741,1958,5
1958-05-10,77.67282660925197,1958,5
1958-05-11,77.83487698382461,1958,5
1958-05-12,77.44380076658067,1958,5
1958-05-13,77.55650722617608,1958,5
1958-05-14,77.73669414446694,1958,5
1958-05-15,77.21865530919267,1958,5
1958-05-16,77.0667378984128,1958,5
1958-05-17,77.04520161018827,1958,5
1958-05-18,77.22254004500255,1958,5
1958-05-19,77.32908056908659,1958,5
1958-05-20,77.5310871852894,1958,5
1958-05-21,77.67346573964267,1958,5
1958-05-22,77.73185513021677,1958,5
1958-05-23,77.80881396453441,1958,5
1958-05-24,77.823274746588,1958,5
1958-05-25,77.92472772357584,1958,5
1958-05-26,77.90626116728514,1958,5
1958-05-27,77.4340466222078,1958,5
1958-05-28,77.05168355547808,1958,5
1958-05-29,77.53956906494689,1958,5
1958-05-30,77.70479847504456,1958,5
1958-05-31,77.85508873156996,1958,5
1958-06-01,77.99916433973385,1958,6
1958-06-02,78.02932581761355,1958,6
1958-06-03,78.11619140123707,1958,6
1958-06-04,78.27805506390871,1958,6
1958-06-05,78.32049409350402,1958,6
1958-06-06,78.2042734772806,1958,6
1958-06-07,77.95287329449506,1958,6
1958-06-08,77.83417616960034,1958,6
1958-06-09,77.83194141769258,1958,6
1958-06-10,77.87668966591549,1958,6
1958-06-11,77.90769335824054,1958,6
1958-06-12,77.85317325685718,1958,6
1958-06-13,77.82990446971489,1958,6
1958-06-14,77.72202432869496,1958,6
1958-06-15,77.92238692487909,1958,6
1958-06-16,77.95680789735508,1958,6
1958-06-17,77.86140482047963,1958,6
1958-06-18,77.47267179489035,1958,6
1958-06-19,77.43683232810217,1958,6
1958-06-20,77.33686717262303,1958,6
1958-06-21,76.96698045901243,1958,6
1958-06-22,76.53588036509827,1958,6
1958-06-23,76.50170437417424,1958,6
1958-06-24,76.59610648526298,1958,6
1958-06-25,76.70576038093571,1958,6
1958-06-26,76.74105856759356,1958,6
1958-06-27,76.49302949397803,1958,6
1958-06-28,76.25706612998702,1958,6
1958-06-29,76.06907399940286,1958,6
1958-06-30,76.04249439003183,1958,6
1958-07-01,75.9385036006362,1958,7
1958-07-02,75.83583457361027,1958,7
1958-07-03,75.90772166784191,1958,7
1958-07-04,75.93889858531031,1958,7
1958-07-05,75.56034358119472,1958,7
1958-07-06,75.81035356020689,1958,7
1958-07-07,76.24092468404415,1958,7
1958-07-08,75.6551781955789,1958,7
1958-07-09,75.20898064879084,1958,7
1958-07-10,75.09909319701052,1958,7
1958-07-11,75.02305789245386,1958,7
1958-07-12,75.00594829491517,1958,7
1958-07-13,75.36810621853068,1958,7
1958-07-14,75.44579833567104,1958,7
1958-07-15,75.0519240769965,1958,7
1958-07-16,75.29289468231413,1958,7
1958-07-17,75.13975172459791,1958,7
1958-07-18,75.01766705821389,1958,7
1958-07-19,75.1026093186006,1958,7
1958-07-20,75.34356635538809,1958,7
1958-07-21,75.2173194907937,1958,7
1958-07-22,75.3158195822547,1958,7
1958-07-23,75.32044774017028,1958,7
1958-07-24,75.03553456606548,1958,7
1958-07-25,74.92869591553904,1958,7
1958-07-26,74.96270242978373,1958,7
1958-07-27,75.02657432820962,1958,7
1958-07-28,75.0370319069119,1958,7
1958-07-29,75.2144857624349,1958,7
1958-07-30,75.26779464865288,1958,7
1958-07-31,75.18742158436649,1958,7
1958-08-01,75.29629129773627,1958,8
1958-08-02,75.22811619109245,1958,8
1958-08-03,75.0414016989338,1958,8
1958-08-04,74.68776863503726,1958,8
1958-08-05,74.98386158757046,1958,8
1958-08-06,74.85842862406398,1958,8
1958-08-07,74.88181001873468,1958,8
1958-08-08,75.02894398922525,1958,8
1958-08-09,75.21254220812695,1958,8
1958-08-10,75.31675152888016,1958,8
1958-08-11,75.18863878311396,1958,8
1958-08-12,75.18489712698916,1958,8
1958-08-13,75.35550129383944,1958,8
1958-08-14,75.31113089260268,1958,8
1958-08-15,75.31185170011346,1958,8
1958-08-16,75.50642112345662,1958,8
1958-08-17,75.3923982733664,1958,8
1958-08-18,75.15737754818198,1958,8
1958-08-19,75.16323676842109,1958,8
1958-08-20,75.13512028121083,1958,8
1958-08-21,75.0070703267122,1958,8
1958-08-22,75.04885767682362,1958,8
1958-08-23,75.22167256491153,1958,8
1958-08-24,75.43899990865206,1958,8
1958-08-25,75.4587004199931,1958,8
1958-08-26,75.40470552810042,1958,8
1958-08-27,75.1763862972504,1958,8
1958-08-28,75.28847809200136,1958,8
1958-08-29,75.2106729732401,1958,8
1958-08-30,75.33580583276974,1958,8
1958-08-31,75.28964167949593,1958,8
1958-09-01,75.23929864364248,1958,9
1958-09-02,75.06191942685123,1958,9
1958-09-03,75.06313875893841,1958,9
1958-09-04,75.23531351465157,1958,9
1958-09-05,75.30444983414448,1958,9
1958-09-06,75.19210444681042,1958,9
1958-09-07,75.107485174642,1958,9
1958-09-08,74.95082998145057,1958,9
1958-09-09,74.8492554386394,1958,9
1958-09-10,74.9665809760224,1958,9
1958-09-11,74.96057589793065,1958,9
1958-09-12,75.0288748736618,1958,9
1958-09-13,75.2243796892536,1958,9
1958-09-14,75.23851961788259,1958,9
1958-09-15,74.98348101515208,1958,9
1958-09-16,74.85077360871469,1958,9
1958-09-17,74.91525287710529,1958,9
1958-09-18,75.07161843514658,1958,9
1958-09-19,75.11448227914974,1958,9
1958-09-20,75.17352443053541,1958,9
1958-09-21,75.39876444820851,1958,9
1958-09-22,75.29302605730288,1958,9
1958-09-23,75.34176188000943,1958,9
1958-09-24,75.30614477089588,1958,9
1958-09-25,75.10176142809956,1958,9
1958-09-26,74.76016686768772,1958,9
1958-09-27,74.76329087217114,1958,9
1958-09-28,74.77389804336757,1958,9
1958-09-29,74.81232236854775,1958,9
1958-09-30,75.05658628205728,1958,9
1958-10-01,75.17464526031651,1958,10
1958-10-02,75.31436531666003,1958,10
1958-10-03,74.96200727711899,1958,10
1958-10-04,75.15425835450155,1958,10
1958-10-05,75.32276425764344,1958,10
1958-10-06,75.37133659656715,1958,10
1958-10-07,75.41762416271936,1958,10
1958-10-08,75.1881584847621,1958,10
1958-10-09,75.04186104287442,1958,10
1958-10-10,75.09347308876889,1958,10
1958-10-11,75.12596462806913,1958,10
1958-10-12,74.88048671784091,1958,10
1958-10-13,74.90831442754362,1958,10
1958-10-14,75.0044653885833,1958,10
1958-10-15,75.07384666208746,1958,10
1958-10-16,75.17247239012005,1958,10
1958-10-17,75.08268002002649,1958,10
1958-10-18,75.00788315567445,1958,10
1958-10-19,75.1406671319723,1958,10
1958-10-20,75.10833694044085,1958,10
1958-10-21,74.70982619330651,1958,10
1958-10-22,74.95506479162938,1958,10
1958-10-23,75.00210577686194,1958,10
1958-10-24,75.04993897055546,1958,10
1958-10-25,75.13604262338444,1958,10
1958-10-26,75.16279887451435,1958,10
1958-10-27,75.1422140108171,1958,10
1958-10-28,75.10481684902551,1958,10
1958-10-29,75.11323699787654,1958,10
1958-10-30,75.02838953097948,1958,10
1958-10-31,75.03404200888848,1958,10
1958-11-01,75.0216170926896,1958,11
1958-11-02,74.92040973504326,1958,11
1958-11-03,74.9563948666383,1958,11
1958-11-04,74.83359558731067,1958,11
1958-11-05,74.78390200127673,1958,11
1958-11-06,74.75836728009946,1958,11
1958-11-07,74.65697915590604,1958,11
1958-11-08,74.54863243128267,1958,11
1958-11-09,74.57727456092158,1958,11
1958-11-10,74.66485617141052,1958,11
1958-11-11,74.60983302402744,1958,11
1958-11-12,74.54497330954123,1958,11
1958-11-13,74.46769059659624,1958,11
1958-11-14,74.46190388522284,1958,11
1958-11-15,74.4419673748665,1958,11
1958-11-16,74.27003186545805,1958,11
1958-11-17,74.22473547836135,1958,11
1958-11-18,74.11006388741963,1958,11
1958-11-19,74.19424533075511,1958,11
1958-11-20,74.09556980797117,1958,11
1958-11-21,73.9877602450835,1958,11
1958-11-22,73.81426464949712,1958,11
1958-11-23,73.89434871535845,1958,11
1958-11-24,73.92064923835785,1958,11
1958-11-25,74.2218142829916,1958,11
1958-11-26,74.16168491291613,1958,11
1958-11-27,74.20938131266871,1958,11
1958-11-28,74.23711032439861,1958,11
1958-11-29,73.69282589610648,1958,11
1958-11-30,73.78478656894958,1958,11
1958-12-01,73.86582377129001,1958,12
1958-12-02,73.97436446429904,1958,12
1958-12-03,73.86800094391266,1958,12
1958-12-04,73.83591050303623,1958,12
1958-12-05,73.83190750422875,1958,12
